Honduras,32.0,36.0,32.0,29.0,66.0,71.0,48.0,39.0,51.0,38.0,47.0,79.0,76.0,66.0,50.0,89.0,62.0,73.0,57.0,110.0,87.0,34.0,HON,Honduras,CONCACF,https://countryflagsapi.com/png/honduras
Hungary,32.0,41.0,47.0,29.0,93.0,78.0,56.0,47.0,51.0,38.0,50.0,91.0,78.0,66.0,50.0,89.0,62.0,73.0,57.0,110.0,87.0,34.0,HUN,Hungary,UEFA,https://countryflagsapi.com/png/hungary
Iceland,32.0,41.0,47.0,29.0,93.0,78.0,56.0,47.0,51.0,38.0,50.0,91.0,78.0,66.0,50.0,89.0,62.0,73.0,57.0,110.0,89.0,34.0,ISL,Iceland,UEFA,https://countryflagsapi.com/png/iceland
Indonesia,32.0,41.0,47.0,29.0,93.0,78.0,56.0,47.0,51.0,38.0,50.0,91.0,78.0,66.0,50.0,89.0,62.0,73.0,57.0,110.0,89.0,34.0,INA,Indonesia,AFC,https://countryflagsapi.com/png/indonesia
Iran,32.0,41.0,47.0,29.0,93.0,78.0,56.0,47.0,51.0,38.0,52.0,91.0,78.0,66.0,50.0,91.0,62.0,75.0,57.0,111.0,91.0,38.0,,,,
Iraq,32.0,41.0,47.0,29.0,93.0,78.0,56.0,47.0,51.0,38.0,52.0,91.0,79.0,66.0,50.0,91.0,62.0,75.0,57.0,111.0,91.0,38.0,IRQ,Iraq,AFC,https://countryflagsapi.com/png/iraq
Israel,32.0,41.0,47.0,29.0,93.0,78.0,56.0,47.0,52.0,38.0,52.0,91.0,79.0,66.0,50.0,91.0,62.0,75.0,57.0,111.0,91.0,38.0,ISR,Israel,UEFA,https://countryflagsapi.com/png/israel
Italy,32.0,53.0,58.0,33.0,99.0,78.0,59.0,49.0,62.0,43.0,61.0,103.0,84.0,76.0,58.0,99.0,67.0,87.0,61.0,113.0,91.0,38.0,ITA,Italy,UEFA,https://countryflagsapi.com/png/italy
Ivory Coast,32.0,53.0,58.0,33.0,99.0,78.0,59.0,49.0,62.0,43.0,61.0,103.0,84.0,76.0,58.0,99.0,67.0,92.0,65.0,117.0,91.0,38.0,,,,
Jamaica,32.0,53.0,58.0,33.0,99.0,78.0,59.0,49.0,62.0,43.0,61.0,103.0,84.0,76.0,58.0,102.0,67.0,92.0,65.0,117.0,91.0,38.0,JAM,Jamaica,CONCACF,https://countryflagsapi.com/png/jamaica
Japan,32.0,53.0,58.0,33.0,99.0,78.0,59.0,49.0,62.0,43.0,61.0,103.0,84.0,76.0,58.0,103.0,72.0,94.0,69.0,119.0,97.0,40.0,JPN,Japan,AFC,https://countryflagsapi.com/png/japan
Kuwait,32.0,53.0,58.0,33.0,99.0,78.0,59.0,49.0,62.0,43.0,61.0,105.0,84.0,76.0,58.0,103.0,72.0,94.0,69.0,119.0,97.0,40.0,KUW,Kuwait,AFC,https://countryflagsapi.com/png/kuwait
Mexico,36.0,53.0,58.0,35.0,101.0,79.0,62.0,50.0,68.0,43.0,63.0,105.0,90.0,76.0,62.0,111.0,76.0,99.0,73.0,124.0,100.0,40.0,MEX,Mexico,CONCACF,https://countryflagsapi.com/png/mexico
Morocco,36.0,53.0,58.0,35.0,101.0,79.0,62.0,50.0,70.0,43.0,63.0,105.0,93.0,76.0,64.0,116.0,76.0,99.0,73.0,124.0,102.0,42.0,MAR,Morocco,CAF,https://countryflagsapi.com/png/morocco
Netherlands,36.0,55.0,58.0,35.0,101.0,79.0,62.0,50.0,70.0,58.0,78.0,105.0,93.0,79.0,72.0,129.0,76.0,102.0,85.0,139.0,102.0,45.0,NED,Netherlands,UEFA,https://countryflagsapi.com/png/netherlands
New Zealand,36.0,55.0,58.0,35.0,101.0,79.0,62.0,50.0,70.0,58.0,78.0,107.0,93.0,79.0,72.0,129.0,76.0,102.0,87.0,139.0,102.0,45.0,NZL,New Zealand,OFC,https://countryflagsapi.com/png/new%20zealand
Nigeria,36.0,55.0,58.0,35.0,101.0,79.0,62.0,50.0,70.0,58.0,78.0,107.0,93.0,79.0,79.0,135.0,77.0,102.0,90.0,142.0,105.0,45.0,NGR,Nigeria,CAF,https://countryflagsapi.com/png/nigeria
North Korea,36.0,55.0,58.0,35.0,101.0,79.0,62.0,55.0,70.0,58.0,78.0,107.0,93.0,79.0,79.0,135.0,77.0,102.0,91.0,142.0,105.0,45.0,,,,
Northern Ireland,36.0,55.0,58.0,35.0,101.0,85.0,62.0,55.0,70.0,58.0,78.0,112.0,95.0,79.0,79.0,135.0,77.0,102.0,91.0,142.0,105.0,45.0,NIR,Northern Ireland,UEFA,https://countryflagsapi.com/png/northern%20ireland
Norway,36.0,55.0,59.0,35.0,101.0,85.0,62.0,55.0,70.0,58.0,78.0,112.0,95.0,79.0,80.0,140.0,77.0,102.0,91.0,142.0,105.0,45.0,NOR,Norway,UEFA,https://countryflagsapi.com/png/norway
Panama,36.0,55.0,59.0,35.0,101.0,85.0,62.0,55.0,70.0,58.0,78.0,112.0,95.0,79.0,80.0,140.0,77.0,102.0,91.0,142.0,107.0,45.0,PAN,Panama,CONCACF,https://countryflagsapi.com/png/panama
Paraguay,37.0,55.0,59.0,37.0,101.0,94.0,62.0,55.0,70.0,58.0,78.0,112.0,99.0,79.0,80.0,143.0,83.0,104.0,94.0,142.0,107.0,45.0,PAR,Paraguay,CONMEBOL,https://countryflagsapi.com/png/paraguay
Peru,38.0,55.0,59.0,37.0,101.0,94.0,62.0,55.0,79.0,58.0,85.0,114.0,99.0,79.0,80.0,143.0,83.0,104.0,94.0,142.0,109.0,45.0,PER,Peru,CONMEBOL,https://countryflagsapi.com/png/peru
Poland,38.0,55.0,64.0,37.0,101.0,94.0,62.0,55.0,79.0,74.0,91.0,125.0,100.0,79.0,80.0,143.0,86.0,106.0,94.0,142.0,111.0,47.0,POL,Poland,UEFA,https://countryflagsapi.com/png/poland
Portugal,38.0,55.0,64.0,37.0,101.0,94.0,62.0,72.0,79.0,74.0,91.0,125.0,102.0,79.0,80.0,143.0,92.0,113.0,101.0,146.0,117.0,50.0,POR,Portugal,UEFA,https://countryflagsapi.com/png/portugal
Qatar,38.0,55.0,64.0,37.0,101.0,94.0,62.0,72.0,79.0,74.0,91.0,125.0,102.0,79.0,80.0,143.0,92.0,113.0,101.0,146.0,117.0,51.0,QAT,Qatar,AFC,https://countryflagsapi.com/png/qatar
Republic of Ireland,38.0,55.0,64.0,37.0,101.0,94.0,62.0,72.0,79.0,74.0,91.0,125.0,102.0,81.0,82.0,143.0,98.0,113.0,101.0,146.0,117.0,51.0,,,,
Romania,41.0,56.0,68.0,37.0,101.0,94.0,62.0,72.0,83.0,74.0,91.0,125.0,102.0,85.0,92.0,147.0,98.0,113.0,101.0,146.0,117.0,51.0,ROM,Romania,UEFA,https://countryflagsapi.com/png/romania
Russia,41.0,56.0,68.0,37.0,101.0,99.0,71.0,82.0,89.0,74.0,91.0,132.0,114.0,89.0,99.0,147.0,102.0,113.0,101.0,148.0,128.0,51.0,,,,
Saudi Arabia,41.0,56.0,68.0,37.0,101.0,99.0,71.0,82.0,89.0,74.0,91.0,132.0,114.0,89.0,104.0,149.0,102.0,115.0,101.0,148.0,130.0,53.0,KSA,Saudi Arabia,AFC,https://countryflagsapi.com/png/saudi%20arabia
Scotland,41.0,56.0,68.0,37.0,101.0,103.0,71.0,82.0,89.0,77.0,96.0,140.0,115.0,91.0,104.0,151.0,102.0,115.0,101.0,148.0,130.0,53.0,SCO,Scotland,UEFA,https://countryflagsapi.com/png/scotland
Senegal,41.0,56.0,68.0,37.0,101.0,103.0,71.0,82.0,89.0,77.0,96.0,140.0,115.0,91.0,104.0,151.0,109.0,115.0,101.0,148.0,134.0,56.0,SEN,Senegal,CAF,https://countryflagsapi.com/png/senegal
Serbia,41.0,56.0,68.0,37.0,101.0,103.0,71.0,82.0,89.0,77.0,96.0,140.0,115.0,91.0,104.0,156.0,109.0,117.0,103.0,148.0,136.0,56.0,SRB,Serbia,UEFA,https://countryflagsapi.com/png/serbia
Slovakia,41.0,56.0,68.0,37.0,101.0,103.0,71.0,82.0,89.0,77.0,96.0,140.0,115.0,91.0,104.0,156.0,109.0,117.0,108.0,148.0,136.0,56.0,SVK,Slovakia,UEFA,https://countryflagsapi.com/png/slovakia
Slovenia,41.0,56.0,68.0,37.0,101.0,103.0,71.0,82.0,89.0,77.0,96.0,140.0,115.0,91.0,104.0,156.0,111.0,117.0,111.0,148.0,136.0,56.0,SLO,Slovenia,UEFA,https://countryflagsapi.com/png/slovenia
South Africa,41.0,56.0,68.0,37.0,101.0,103.0,71.0,82.0,89.0,77.0,96.0,140.0,115.0,91.0,104.0,159.0,116.0,117.0,114.0,148.0,136.0,56.0,RSA,South Africa,CAF,https://countryflagsapi.com/png/south%20africa
South Korea,41.0,56.0,68.0,37.0,101.0,103.0,71.0,82.0,89.0,77.0,96.0,140.0,119.0,92.0,108.0,161.0,124.0,120.0,120.0,151.0,139.0,56.0,,,,
Spain,41.0,60.0,68.0,47.0,101.0,103.0,73.0,86.0,89.0,77.0,98.0,144.0,130.0,98.0,118.0,169.0,134.0,129.0,128.0,155.0,146.0,64.0,ESP,Spain,UEFA,https://countryflagsapi.com/png/spain
Sweden,41.0,64.0,79.0,58.0,101.0,115.0,73.0,86.0,91.0,84.0,99.0,144.0,130.0,101.0,133.0,169.0,139.0,132.0,128.0,155.0,152.0,64.0,SWE,Sweden,UEFA,https://countryflagsapi.com/png/sweden
Switzerland,41.0,69.0,84.0,62.0,112.0,115.0,75.0,87.0,91.0,84.0,99.0,144.0,130.0,101.0,138.0,169.0,139.0,136.0,129.0,162.0,157.0,65.0,SUI,Switzerland,UEFA,https://countryflagsapi.com/png/switzerland
Togo,41.0,69.0,84.0,62.0,112.0,115.0,75.0,87.0,91.0,84.0,99.0,144.0,130.0,101.0,138.0,169.0,139.0,137.0,129.0,162.0,157.0,65.0,TOG,Togo,CAF,https://countryflagsapi.com/png/togo
Trinidad and Tobago,41.0,69.0,84.0,62.0,112.0,115.0,75.0,87.0,91.0,84.0,99.0,144.0,130.0,101.0,138.0,169.0,139.0,137.0,129.0,162.0,157.0,65.0,TRI,Trinidad and Tobago,CONCACF,https://countryflagsapi.com/png/trinidad%20and%20tobago
Tunisia,41.0,69.0,84.0,62.0,112.0,115.0,75.0,87.0,91.0,84.0,102.0,144.0,130.0,101.0,138.0,170.0,140.0,140.0,129.0,162.0,162.0,65.0,TUN,Tunisia,CAF,https://countryflagsapi.com/png/tunisia
Turkey,41.0,69.0,84.0,62.0,122.0,115.0,75.0,87.0,91.0,84.0,102.0,144.0,130.0,101.0,138.0,170.0,150.0,140.0,129.0,162.0,162.0,65.0,TUR,Turkey,UEFA,https://countryflagsapi.com/png/turkey
Ukraine,41.0,69.0,84.0,62.0,122.0,115.0,75.0,87.0,91.0,84.0,102.0,144.0,130.0,101.0,138.0,170.0,150.0,145.0,129.0,162.0,162.0,65.0,UKR,Ukraine,UEFA,https://countryflagsapi.com/png/ukraine
United Arab Emirates,41.0,69.0,84.0,62.0,122.0,115.0,75.0,87.0,91.0,84.0,102.0,144.0,130.0,103.0,138.0,170.0,150.0,145.0,129.0,162.0,162.0,65.0,UAE,United Arab Emirates,AFC,https://countryflagsapi.com/png/united%20arab%20emirates
United States,48.0,70.0,84.0,66.0,122.0,115.0,75.0,87.0,91.0,84.0,102.0,144.0,130.0,105.0,141.0,171.0,157.0,147.0,134.0,167.0,162.0,66.0,,,,
Uruguay,63.0,70.0,84.0,81.0,138.0,115.0,79.0,89.0,95.0,85.0,102.0,144.0,132.0,107.0,141.0,171.0,161.0,147.0,145.0,171.0,169.0,66.0,URU,Uruguay,CONMEBOL,https://countryflagsapi.com/png/uruguay
Wales,63.0,70.0,84.0,81.0,138.0,119.0,79.0,89.0,95.0,85.0,102.0,144.0,132.0,107.0,141.0,171.0,161.0,147.0,145.0,171.0,169.0,67.0,WAL,Wales,UEFA,https://countryflagsapi.com/png/wales
Yugoslavia,70.0,70.0,84.0,88.0,140.0,126.0,89.0,89.0,95.0,97.0,102.0,146.0,132.0,115.0,141.0,171.0,161.0,147.0,145.0,171.0,169.0,67.0,,,,
